,tid,status,tag,date,title,clean_content
6137,20425,已解决,用户建议,2016-10-9,更人性的路线重新规划建议,现象：相信大家经常会遇到，导航中如果用户自主或者走错路导致偏离航道，高德地图会重新规划，而往往重新规划的路线并非是用户当初选的路线，而是自动切换为推荐路线，这点就有点强势了。比如推荐路线刚好当天封路，我知道，导航不知道。亦或者用户来不及设定不走高速，而重新规划上了高速，不管多合理的路线，不是用户想走的路线都是不人性化的。  建议：每次偏离航道重新规划，弹出较大的窗口&nbsp;&nbsp;“已偏离航线请选择：A推荐路线行驶 B初始路线行驶”，当然为了方便可以加一项“记住选择”。&nbsp; &nbsp;   望采纳                                                            amap_188****3925qHfvuXAN 获得最佳答案
6138,20369,已解决,导航,2016-10-5,求救！！！全新胜达跟换导航,前不久，提回来的全新胜达，车载导航安装的是高德地图，因为本人以前用的是凯立德，习惯了，想更换一下。现在问题是把原装内存卡摘出来，换凯立德内存卡插进去显示的是无内存，而且导航文件路径我也找不到。急急急急急急急急急急急急急急急急急急急急急急急急急急急                                                          amap_157****2092QW6Dv0Tw 获得最佳答案
6139,20403,已解决,用户建议,2016-10-8,急，各位进，高德乡道上瘾了？！,&nbsp; &nbsp;&nbsp; &nbsp;&nbsp;&nbsp;大家好久不见哦，国庆都去哪里玩了呢？小弟和几个朋友一起去野炊了，很高兴很高兴啊！  &nbsp; &nbsp;我们带着锅碗瓢盆就上了某不知名景点。我们大口吃肉大口喝酒，不亦乐乎，当然我没喝。  &nbsp; &nbsp;下午，酒足饭饱，驾着我的小本田送朋友回家啦，走，导航导起来！刹那间，一条路线已经规划在我的眼前，选默认线路准没错，这就是对高德的信仰！！！超越对神车的信仰，路好宽好大，走着走着，前方提示我左转，好，转起来，但是当我走近时，我犹豫了，尼玛啊，这乡村小路有点窄啊，算了，这小路应该走不了多久。我相信高德，走起，走着走着，尼玛啊，我拐了几个弯，又爬了几个坡，还是没到大路，终于，在一个转弯地方，被一个三轮刮了后视镜&nbsp; &nbsp; 当然哈，很轻，又不是什么大事。送完朋友，我自己回家时，高德又让我走乡道！乡道也可以，但是那种3m宽的乡道，你就别让我走了好吗？  &nbsp; &nbsp;&nbsp; &nbsp; 乡道是会近一些，不过速度跑不起来啊，会车会不过还很麻烦！明明走另一条路多不了几公里啊！高德这是对小村小道上瘾了嘛？？？  &nbsp; &nbsp;&nbsp; &nbsp; 大家在城市里面活动可能遇不到这种情况，出去玩一定会遇到的，害的我现在导航，都要先看下路线！希望高德能让用户可以选择，规避乡道！  &nbsp; &nbsp;&nbsp; &nbsp; 客服能不能告诉我，高德对乡村小道上瘾了能治好么？我不希望每次都要先看下线路。。。你们有遇到过么？？？                                                              amap_186****2009_0WfoQ2 获得最佳答案
6140,20166,已解决,语音,2016-9-22,导航播报存在十分严重的错误及问题！！,无论是你们的手机端导航还是车机版导航在导航播报的时候存在一个十分严重的问题，如车辆在高架桥下方行驶需要上桥时，此时上桥口恰巧处于前行道路中间位置，你们的播报内容为“请走中间岔路”！！中间岔路？？？什么叫走中检岔路？为什么不能直接表明“请走中间道路，上桥。”你们直接播报上桥不就懂了吗？想不明白怎么能播报请走中间岔路！                                                            amap_186****2009_0WfoQ2 获得最佳答案
6141,20402,已解决,导航,2016-10-8,线路规划问题,国庆节出去转，试用高德地图车机版导航，发现几个问题：  1、在郊区乡道上，路径规划不靠谱，导的路线往往不是习惯走的路线。和凯立德比（我车上装了两套导航），至少路径规划上不尽合理，而且凯立德好像还有自学习功能，如果这次你不按它到的路线走，下次它就会按你上次实际走的路线导，这点非常好，希望高德多多借鉴一下凯立德。当然凯立德一是收费，而是数据更新慢且不方便。  2、导航偏好选择上只有不走高速、躲避拥堵、避免收费等，没有距离或时间优先等。  3、地图上一些乡村名字显示不出来，凯立德地图包还没有高德的大，就显示的比较详细，是不是地图数据还需进一步优化？  因为看好高德，所以就希望它尽可能的完美，多重视用户体验，把高德做成大家都想用、喜欢用的导航。                                                            amap_186****2009_0WfoQ2 获得最佳答案
6142,20393,求助中,适配,2016-10-7,求助，请问有修改车机默认导航的“助手”or“插件”么？,我用的车机是DA2，安卓的，深度定制的界面多个地方都有导航的快捷按钮，按下去打开的是内置的凯立德，请问有什么插件是修改这个，点一下就打开百度地图的？    我曾在某家的论坛搜索了一下，有2种方案，一种是在吉列的远景论坛上看到可以通过“远景导航助手”“远景导航插件”修改默认导航，但我搜索了一下，竟然没有找到这2个apk，另外一种是下载一个TASK插件，这个就比较麻烦，设置后点击导航的快捷键，就触发一系列动作，关闭凯立德，再打开高德地图。  这2种方法，第一种似乎比较好，但并未找到相应的助手。
6143,20363,求助中,车机互联,2016-10-4,请教手机发送位置到车问题,因为遥控器总用不了，只能改用手机发送位置到车，但车机规划出来的路线有时跟手机上设置好的不一样，有什么办法解决吗？
6144,20406,求助中,导航,2016-10-8,频繁死机，现附上autonavi_error_log,1.90.2080车机车机版频繁死机，现附上autonavi_error_log，望能得到解答；  autonavi_error_log见附件压缩包
6145,20367,求助中,用户建议,2016-10-5,离线导航好多地点搜不到,建议做好离线地图，有点名气的地点好多都搜不到做目的地，已经设定好城市的，，导航链接热点后，手机发热厉害，不要建议我这个方法，，手机高德发送地图车机是可以，这个方法好麻烦，电脑更新后又要手机更新
6146,20407,已解决,高德地图车镜版,2016-10-8,我来说说车镜版问题,最近装了个后视镜导航，几点建议：  1、后视镜版导航左边放大图太小了，建议要加大点，地图太宽其实用不到，地图要用的是高度，像手机上的比例就很好，或者可以自定义放大图宽度。  2、放大图上的转弯指示米数字太小了，本身屏幕就小，那么小一眼扫过去根本看不清。包括剩余距离，都太小了。  3、没有实时车速显示。  4、强烈建议增加语音唤醒，可以语音控制导航的某些操作。语音版应该脱离厂家的语音系统，独立可以语音唤醒，选择目的地，可以语音修改路线，选择停车场，并且可以告诉车位置附件违章情况，比如违章类型，违章比例等等。特别是可以回答那条路目前路况如何这种问题，不仅仅是告诉你前方路况  5、配色的确不清晰，看上去雾蒙蒙。  6、车镜本身有个缺陷，就是开导航时候，后视镜白天看不清导航界面，晚上看不清后视，如果高德能在配色上解决这个问题，是个大大的功德。  7、总体上感觉没有手机版的用的方便，应该多将手机版功能延续下去。  现在后视镜导航使用率挺高的了，希望高德能重视后视镜版的一些问题，越来越好。                                                              amap_186****2009_0WfoQ2 获得最佳答案
6147,20382,求助中,地图数据,2016-10-7,长安cs35 2016款不提示！！！,我先在长安官网升级了incall，然后从长安界面，进入高德下载：首次从&quot;离线地图&quot;升级到&quot;在线地图&quot;的用户，请下载专用全国数据包  安装完之后，再下载  非首次升级到&quot;在线地图&quot;的用户，请直接从下方下载全量或分省市地图数据    我是福建省的。然后我下载了福建省的省市离线地图。然后开出去转了一圈，  路过4个红绿灯，都有监控在，2个测速拍照的，    愣是一句话没通报，  没提醒过我前方有测试，限制速度多少，都没有。  红绿灯监控，也没报过一个，原来的都会报，只是地图是2015夏季版的，地图不准确，所以才选择升级，结果现在升级完之后，都不报了。都不知道怎么办了。。              QQ图片20161007015039.jpg (224.76 KB， 下载次数: 0)    下载附件        2016-10-7 01:51 上传                    求帮助
6148,20389,求助中,用户建议,2016-10-7,关于推荐路径的建议,这次国庆出游去贵州，被车机版害产了。首先，从成都到遵义，导航推荐走重庆到遵义，但那边高速限速多为100，进入贵州为110，且弯多，而走成自泸S4则快得多（百度导航将该线路设为推荐线路）；其次，现在贵阳城内全城都在修路，很多地方都不让通行，也很堵，导航却推荐往这些地方走，弄得苦不堪言。所以，我建议，路径规划需要更加智能化。  1. 需要考虑每条路的限速，某些路虽然短，但红绿灯多，且限速低，还不如多走几公里走一些高速或快速路，这点应该对需要出城的人比较方便。  2. 需要考虑收费问题。例如免费通行的时间就尽量规划高速。不免费的时间则需要考虑其他因素。例如，从广汉到成都交大立交，如果按推荐路线，应该是走成绵高速一直到三环路，再到交大立交，通行费16元；但成都绕城川A车辆可免费通行，如果走成绵高速再到绕城高速，在大丰镇下高速后走金丰高架到三环，再到交大立交，则通行费只有8元，且时间更短。  3. 动态规划拥堵。刚出发时发现最佳路线拥堵而改道避免拥堵，但当车还未到达时拥堵路段就已畅通，此时应该修正回原最佳路径。  4. 手机版和车机版的地图数据应该统一，同时升级。
6149,20392,求助中,用户建议,2016-10-7,1.22无法U盘更新路口放大图啊！！！, 本帖最后由 amap_mws 于 2016-10-7 22:46 编辑       不知道怎么明明电脑上是正的，上传后就倒掉了。    1.2.2的版本跟数据更新教程里的不一样啊，而且路口放大图点击进去 没有“其他方式更新”的方式，试问我要怎么通过U盘更新呢。    那 如果我从地图数据进入，虽然有其他方式更新的入口，可是貌似并不能识别出U盘的路口放大图啊。    另外，如果我车机上有多余的省市地图想删除，在APP内我也没有找到删除的方式或是入口在哪里的  顺带还发现一个问题：我通过这个软件内要升级路口放大图数据，可以看到各省市的选项，但是怎么没有福建省呢？黑人问号why，只有看到厦门却找不到福建省路口放大图      
6150,20383,求助中,导航,2016-10-7,高德地图车机版卡的问题，急急急,&nbsp; &nbsp;&nbsp; &nbsp;我前段用百度导航2.0的，后来它不更新了，所以换成了高德地图机车版1.9.0.2071版，总感觉它有点卡，现象就是：一、车在高速行驶中，地图上的定位标志，反应慢象青蛙跳着走一样，而且还要等一段时间才更新一次；二、车在行驶过了测速点，高德地图才反应过来并开始报测速监控提示。&nbsp; &nbsp;&nbsp; &nbsp;我想有可能这是版本的问题，这几天更新到了1.9.0.2080版，但问题仍然没有解决。如果说是机器的问题，为什么我的百度导航2.0在车高速行驶中它反应很流畅呢？急望回复！！！  &nbsp; &nbsp; 
6151,20371,已解决,语音,2016-10-5,1.9.0怎么还没更新？混音有问题,选压低音乐和暂停没什么区别，都是语音和音乐一起压低了&nbsp; &nbsp;                                                                 amaph8NDIlh7 获得最佳答案
6152,20398,已解决,适配,2016-10-7,车载导航CE系统的，去哪下载？,手机里的定位出现问题，不能用手机版的，想下载CE版的高德地图，各位大神，官网有提供下载吗？                                                            amapSz19aaDG 获得最佳答案
6153,19626,求助中,导航,2016-8-23,车机版流量惊人，正常吗？,我的车装的是最新的车机版和地图，7月31日使用手机热点在线导航、实时路况提醒，竟然出现1分38秒159M的流量消耗，投诉10086说是导航消耗，太吓人了吧，会否是移动计费错误？
6154,20391,已解决,地图数据,2016-10-7,为什么我用u盘更新不了离线数据,为什么我用u盘更新不了离线数据，只能用手机热点下载离线包，请问一下，到底把下载的离线包放在车机上的哪个文件里？                                                              amapSz19aaDG 获得最佳答案
6155,19901,已解决,地图数据,2016-9-10,数据下载到U盘后，更新数据提示内存不足, 本帖最后由 yuanlin1217 于 2016-9-10 17:04 编辑   9.7数据下载到U盘后，更新提示内存不足，清除车机缓存后无用，然后点每一个城市更新却没有提示，可以更新，上一版8.19数据没有这个问题，长安CS 15车机版导航。                                                            amaph8NDIlh7 获得最佳答案
6156,20394,已解决,图面,2016-10-7,关于图面的建议, 本帖最后由 青岛小智 于 2016-10-7 17:32 编辑   现在的车机版图面感觉配色安排的不是很合理，路名很难看清，路名和道路的底色太相近，开车中没有人会停下车去仔细看那个路名，尤其是黑夜版的，配色更模糊。应该不止我一个人这个想提这个建议吧                                                           amapSz19aaDG 获得最佳答案
6157,20380,已解决,定位,2016-10-6,搜星问题,原先1.4.4.2015版搜星能搜到北斗，升级1.9版后搜不到北斗了。是与适配版有关吗？                                                          amapSz19aaDG 获得最佳答案
6158,20384,已解决,,2016-10-7,请教地图适配版升级的问题,我现在用的是适配版1.2的，请教几个问题：1、我更新数据时提示我的适配版是最新版本，什么时候升级呢？2、升级时需要找机器厂家还是自己能升级？3、如果自己能升级，如何升级？先谢谢了                                                          amapSz19aaDG 获得最佳答案
6159,20374,已解决,地图数据,2016-10-6,求助呀，高德导航找不到我车里的TF卡，没办法升级数据,求助呀，高德导航找不到我车里的TF卡，没办法升级数据，选择更改储存路径的时候直接不显示TF卡                                                            amapSz19aaDG 获得最佳答案
6160,20375,已解决,适配,2016-10-6,飞歌G6S二代适配版高德导航是哪个版本？,不小心卸载了，求版本，求下载链接，谢谢！                                                          amaph8NDIlh7 获得最佳答案
6161,20044,已解决,,2016-9-18,求德赛西威5015适配版高德地图机车版,求德赛西威5015适配版高德地图机车版                                                            amaph8NDIlh7 获得最佳答案
6162,20372,已解决,适配,2016-10-6,长安CS35 2016款的导航版本什么时候能升级,长安CS35 2016款的适配版导航现在还是1.1的，高德官方都是1.9马上出2.0了。请问什么时候能更新到最新版本呢？                                                            amaph8NDIlh7 获得最佳答案
6163,20350,已解决,语音,2016-10-3,语音播报错误,我用的高德适配版1.4，当我查找某个地点开始导航后，语音播报：前方行驶到××路，然后向“东”行驶，语音播报的方向正好和实际方向相反，每次都是这样，不知道是什么原因。                                                            amaph8NDIlh7 获得最佳答案
6164,20216,已解决,导航,2016-9-25,高德地图最新版 9.18号发布的，在路畅导航最新版本上黑屏...,高德地图最新版 9.18号发布的，在路畅导航最新版本上黑屏...                                                            amap_188****3925qHfvuXAN 获得最佳答案
6165,20366,已解决,车机互联,2016-10-4,我的车有显示屏但是不是安卓系统，,我的车有显示屏，但不是安卓系统，高德能否出一个导航包，或者带安卓系统的导航包给我们车主选择购买呢，要不我们就要换整个显示屏，浪费太多的钱，还要破坏车的线路划不来，希望高德可以出一个数据导航包给有显示屏的车主选择，                                                            amaph8NDIlh7 获得最佳答案
6166,20018,已解决,图面,2016-9-15,求助：高德地图车机版如何退出？,rt，版本号：1.9 ，找了半天没找到啊。                                                          amapCMWZVP7p 获得最佳答案
6167,20328,已解决,用户建议,2016-9-30,个人建议：各省市地图更新时提供增量更新包、节省时间, 本帖最后由 acer68769 于 2016-10-1 23:13 编辑   目前，高德地图车机版的单个省市的地图更新包，动辄几十MB、上百MB，数据量对于车机每个月的有限的、固定的流量来说并不算小。全国地图包5.XGB，更不理解为体积小。    每次地图更新，要将全国地图包或省市地图包解压到优盘，然后再选择优盘更新，也是个费时费力的操作：数百或数千个小文件解压到优盘，所耗费的时间大概也不会短，再由优盘复制到车机，也需要一个过程。    而提供前次更新后的增量更新包，就可大大减少由此带来的不便：减少更新的数据量与数据包体积，节约时间与精力。  想必车机版直接联网更新时，也是做的增量更新吧？  注：个人认为，目前还没有没有任何程序会拿用户的流量开玩笑：联网时做全体积的、全量的、已有数据的覆盖更新。即使有这样鲁莽的程序，在增量升级的大潮下，也会被用户、被岁月毫不留情的删除、遗弃直至淡忘，然后消失在APP的浪潮中……      建议全国地图包、分省市的地图包，需要增加更新，而不每次更新的地图都是全量更新包。更新方案：    1、年初（或开发年度初），提供高全量升级包；  2、第月提供与上一月相比的变化数据包：  &nbsp; &nbsp;&nbsp;&nbsp;A、增量、修改的数据文件，直接添加；  &nbsp; &nbsp;&nbsp;&nbsp;B、需删除的数据文件，由配置文件决定，交由主程序在数据更新时删除；  3、第二年初，汇总所有数据，整合成新的全量升级包，循环升级；      具体更新实施方案为：网站同时提供同一月份的全量升级包与增量升级包。      &nbsp; &nbsp;&nbsp;&nbsp;增量升级包，标明增量数据相对的基础 全量升级包的版本（或时间）或更新的规则。      &nbsp; &nbsp;&nbsp;&nbsp;网站数据提供分为几块：  &nbsp; &nbsp;&nbsp;&nbsp;A、年初（或开发年度初），全量升级包；相对于该 全量升级包 的逐月 增量升级包。  &nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp;&nbsp;例如：1月的增量包；2月份，相对于1月分的增量包；3月份，相对于2月份的增量包。  &nbsp; &nbsp;&nbsp;&nbsp;B、某一月份的相对于“年初（或开发年度初），全量升级包”的累计增量升级包。  &nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp;&nbsp;例如：当前月份是3月，应提供1~3月的累计增量更新数据（可以将上述A中的增量包直接打包压缩为一个文件即可）。      个人对高德地图车机版地图包更新的一些建议，不正之处请多指正。                                                                    amap_188****3925qHfvuXAN 获得最佳答案
6168,18451,已解决,开发者,2016-7-6,Gps坐标转火星坐标遇到的一个奇葩问题？,求帮助，哪位大神能帮忙解决？    这是高德官方提供的坐标转换方法：  CoordinateConverter converter&nbsp;&nbsp;= new CoordinateConverter(context);&nbsp;&nbsp;  // CoordType.GPS 待转换坐标类型  converter.from(CoordType.GPS);&nbsp;&nbsp;  // sourceLatLng待转换坐标点   converter.coord(sourceLatLng);&nbsp;&nbsp;  // 执行转换操作  LatLng desLatLng = converter.convert();    问题来了：    如果sourceLatLng等于：  double latitude1=117.3d;  double longitude1=39.26d;  LatLng sourceLatLng=new LatLng(latitude，longitude);  那么converter.convert()转换成功    如果sourceLatLng等于：  double latitude2=117300d/10000d;  double longitude2=392600d/10000d;  LatLng sourceLatLng=new LatLng(latitude2，longitude2);  那么converter.convert()转换失败，抛出数组越界异常。    如果sourceLatLng等于：  BigDecimal tmp=new BigDecimal(&quot;10000&quot;);  BigDecimal lat=new BigDecimal(&quot;392600&quot;);  BigDecimal lng=new BigDecimal(&quot;117300&quot;);double latitude3=lat.divide(tmp，2，BigDecimal.ROUND_HALF_UP).doubleValue();  double longitude3=lng.divide(tmp，2，BigDecimal.Round_HALF_up).doubleValue();  LatLng sourceLatLng=new LatLng(latitude3，longitude3);  那么convert.convert()转换同样失败，抛出数组越界异常。    求教各位大神？直接声明初始化的double变量  double latitude1=117.3d;和double latitude2=117300d/10000d;、double latitude3=lat.divide(tmp，2，BigDecimal.ROUND_HALF_UP).doubleValue();  运算后赋值的double变量，在XX方面不一样吗？  本人已验证在java里，latitude1==latitude2、latitude1==latitude3 、latitude2==latitude3均为为true  latitude1和latitude2、latitude3的值既然是一样的为什么，传给同一方法，结果会不相同？                                                                  amap_188****3925qHfvuXAN 获得最佳答案
6169,20352,求助中,导航,2016-10-3,桂林市区到阳朔兴坪古镇怎么导航的啊,我觉得我是发现了高德导航老是导航出不好路径的原因了，虽然路都分了层级，但是没有根据实际情况去设定路线，有些路是乡村烂路，或者一直在修路，或者一段泊油路一段烂泥巴路，都会放在路劲规划里，好几次了，上次反馈的路劲规划现在好了，但是这次从桂林市区到阳朔兴坪，几个方案都是同一个路线，都要从大圩方向过去，那一段路到兴坪可是一段泊油路，好几段烂路，路窄不说，还凹凸不平，严重刮底盘，不是所有人都开个越野车的，高德不要每次都要别人播报了路径规划不合理才去一点点整改，希望高德从底层进行方案整改，为什么人家百度的路劲规划就方案多，而且也合理实在，会不会是大数据做得没有百度强，所以虽然道路设置了层级，但是道路的实际通行情况没有数据显示，再次申明，这次我是下的离线数据用的在线导航
6170,20351,求助中,导航,2016-10-3,关于高德导航陷入循环导航的问题,昨天晚上去广州江村参加婚礼，导航至广花路与江村某路交界附近，顺着导航指引到一条小路穿进去，结果该路在路口附近已经堵住了，无法通行，于是该导航陷入混乱，不停要求进去那条路，是否可以增加绕行功能，就是在我们把车倒出原路后，提示是否绕行。要不然就是死胡同，但是手机版高德很明显指引我们绕外面一圈过去。
6171,20349,求助中,适配,2016-10-3,求发1.9上一个版本，最新版本亮度自动调节有BUG、,  @高德小瑞 @高德-小二 @ 高德小莉 @高德-软软 @ amap19reejaA
6172,20346,已解决,导航,2016-10-2,请教安装,开车后是导航开机是个画面可以安安装高德导航吗？可以的话有详细说明吗？谢谢                                                          amapCMWZVP7p 获得最佳答案
6173,20338,已解决,地图数据,2016-9-30,关于地图数据问题,请问车机版地图数据和手机版更新是不是不一致，手机版刚更新了，车机版还显示9月7日的。                                                            amaph8NDIlh7 获得最佳答案
6174,20337,已解决,定位,2016-9-30,反方向走不提示掉头,刚买的车机，里面版本V1.4.4.2015，在线有很多更新，但是更新慢，手欠就U盘更新1.9版了，原先的版本也没实验过不知道什么情况，现在的1.9试了一下，目的地是北，故意往南开，一直不提示掉头，就是告诉往前开然后重新规划，然后再告诉往前开再重新规划路线，这样下去从南极能给你支到北极去                                                          amapSz19aaDG 获得最佳答案
6175,20327,求助中,适配,2016-9-30,麻烦看一下是适配还是公众版,我在汽车维修部更换的10.2大屏智能影音导航仪，包装箱上写（现代IX35）专车专用（不知道什么牌子），查地图版本信息如图，请问这种情况怎样知道是不是“适配版”和“公众版”啊              1111.JPG (0 Bytes， 下载次数: 0)    下载附件        2016-9-30 09:10 上传              
6176,20344,已解决,用户建议,2016-10-2,关于导航退出，,关于怎么退出高德系统，为什么连你们官方回复的都没搞清楚，一直叫大家双击返回键退出，安卓手机有返回键，难道你们不知道苹果手机用高德的时候，是没有返回键的吗，还有机车上用高德，很多机器全触摸的，机器上根本就没返回键，你叫大家怎么双击退出高德，现在大家想要整个退出高德系统，苹果只能双按HOME键，关闭后台运行，机车的，只能返回主页，关闭后台运行，相当的麻烦，应该设置成按退出，可以退出导行，进入巡航模式，边上还有一个关闭高德系统的键，直径退出画面。  另外想问下，车镜版是不是比机车版的，路口3D实景放大图出现的要多一点，我怎么感觉我以前用车镜版的，常常看到有路口放大的图，现在用机车的，很少看到有放大路口了，地图我全部打包下的懒人包                                                          amapCMWZVP7p 获得最佳答案
6177,20342,已解决,导航,2016-10-1,求助 V1.9.0 更新出错,IX35 10.2寸的安卓大屏，之前的版本是1.4.3.2220， 手欠重新安装了1.9版本 也将下载到U盘的amapauto数据覆盖到sdcard 下 但是打开导航 背景黑屏 没有地图数据 怎么回事                                                            amap_138****7647ZUUgnHWu 获得最佳答案
6178,20345,求助中,导航,2016-10-2,求助安装导航,我的车是长安cs35&nbsp;&nbsp;14年的带的导航是道道通的&nbsp;&nbsp;现在想改高德地图怎么改？？  
6179,20326,已解决,用户建议,2016-9-29,关于怎么退出高德的和搜星等几个问题。,（1 ）用高德的是不是都找不到怎么关闭高德系统，只能退出导行，还停留的巡行画面，难道就不能设计一个键，可以关闭整个高德画面  （2）还高德在地下车库启动的话，搜星起码要4分钟以上，在能搜到星的地方启动高德，大概2-3分钟，热启动时很快，当时就搜到。  （3）另外地图在车停下等红灯时，地图乱转，让人一时搞不清方向  （4）路径规划问题，当导行让你走小路，而且又远，由于路熟悉，直接按自己的走大路了，导行也不重新规划，一直叫你掉头，等到目的地了，还在叫你 掉&nbsp;&nbsp;头绕一圈回来，                                                            amap_189****2560ZKEWcbmS 获得最佳答案
6180,20336,已解决,用户建议,2016-9-30,对高德地图车机版的若干建议, 本帖最后由 dannypod 于 2016-9-30 22:06 编辑   作为一个忠实的高德用户，从win ce下的高德导航到手机端的导航再到地图，最后andriod环境下的高德地图车机版，一路用下来，可以肯定的是高德在一点点的进步，就高德地图车机版这个产品来说，使用下来，有以下建议，有些问题虽然论坛上其它用户也有反映，这里就我本人来说，从优先级从高到低，认为高德需要解决的问题。    1.&nbsp; &nbsp;&nbsp; &nbsp;混音问题这个问题记得从1.7开始更新日志就有记录，但直到现在还没有完全解决。我的DA2屏自带的音乐播放器在导航时无法压低或者暂停音乐，在导航时播放U盘音乐高德语音会显得音量太小。而在收听收音机时导航，会完全无声。但安装第三方音乐播放器poweramp（V3.0，2.x还是不行），则可以正常压低或暂停音乐。说明高德的混音问题还没有做广泛的兼容性测试，期待2.0版能够改善。  2.&nbsp; &nbsp;&nbsp; &nbsp;丰富路口放大图在道路越来越复杂的今天，立交桥，高速路口，单纯的2D地图已经不能直观地表达导航路径，虽说目前已经包含了几个大城市的路口放大图，但对于其它城市来说还远远不够，凯立德在这方面就做得非常好，目前的7.0版路口放大图相当完善，希望高德能够迎头赶上。  3.&nbsp; &nbsp;&nbsp; &nbsp;自定义语音播报不管是手机版还是车机版，高德只提供了简洁播报和详细播报两种模式，无法自定义更详细的播报内容，如关闭就急车道拍照、红绿灯等语音播报内容。  4.&nbsp; &nbsp;&nbsp; &nbsp;地图升级包增量更新这个已经有用户提过建议了，因为车机一般是通过数据网络连接的，所以流量有限，能够像杀毒软件那样提供增量更新，会大大减少更新所需要的流量。并且提供了一个更新日志，让用户了解到底更新了哪些内容，来决定是否有必要更新。  5.&nbsp; &nbsp;&nbsp; &nbsp;区间测速这个就不用多说了，现在很多高速公路都有区间测速，希望高德能够重视。  6.&nbsp; &nbsp;&nbsp; &nbsp;限速提醒在导航或巡航模式下，如果当前车速超过当前道路的限速，能够语音提示，并且屏幕固定一个位置能够显示当前道路的最高限速。  7.&nbsp; &nbsp;&nbsp;&nbsp;线路收藏目前版本只能收藏地点，而无法收藏线路。有时我们希望在家在手机上把所需要的线路规划好，收藏或分享到车机（类似于现在的分享地点），车机连接网络后就可以直接导航。  8.&nbsp; &nbsp;&nbsp; &nbsp;对多功能方向盘的支持这个需求比较难以实现，毕竟硬件适配难道太大，所以优先级放在最后。但是如果能够实现，则大大方便了用户的操作，比如主辅路切换，躲避拥堵时可以通过多功能方向盘直接操作，省去了点击屏幕，方便了用户的同时，也提高了驾驶员的安全性。  最后，看了新闻说车机版2.0将使用和当前手机版相同的引擎，路径规划更加智能，对我们用户来说，还是非常期待的。                                                              amapCMWZVP7p 获得最佳答案
6181,20341,已解决,用户建议,2016-10-1,能否在进入新路时加入限速语音提示？, 本帖最后由 dhzx-yang 于 2016-10-1 15:48 编辑   到不熟悉的城市，不同路可能限速不同，有时没及时看路标，不知限速多少，能否在变换到另一道路时语音提示一下？                                                            amapSz19aaDG 获得最佳答案
6182,20283,求助中,图面,2016-9-28,1.9版本，地图亮度问题。,地图亮度选择自动，但是不管白天黑夜都是显示灰暗，这是BUG吗？
6183,20339,求助中,用户建议,2016-10-1,地图显示问题,以前一直使用凯立德，刚换过来使用高德，第一感觉就是地图里面的路显示太小了，细细的一条线，放大地图后能看到的周边区域又少了。能否借鉴一下凯立德适当把主路适当调大一点点啊？？同等显示的半径范围内凯立德的路线明显比高德大，直观，地图配色也容易识别。只看地图不在导航模式下，可以直接判断哪些是大街哪些是小巷，能不能转入去行使。地图显示的路和配色建议修改一下，黑不溜秋的，不容易识别，需要看屏幕的时间稍长才能分辨，影响行车安全。
6184,20299,已解决,导航,2016-9-28,手机地图收藏了路线不能发送到车机导航上,手机地图在规划路线时有添加途经点功能，所以我在手机地图上规划了自己回家的路线，并且也收藏了此路线，可是没有办法把路线同步或者发送到汽车导航上，车机版的收藏只有收藏点没有收藏路线，手机上发送路线也仅仅是起始和终点位置，发到车机版还是重新规划了导航路线，不能直接把手机上自定义好的路线发送到汽车上，不知道有没有什么好办法解决这个问题，这是个很常用的功能                                                            amap_188****3925qHfvuXAN 获得最佳答案
6185,20322,已解决,适配,2016-9-29,"仪表盘没法显示导航的方向了,求适配版",斯柯达 新装的5015B，不小心把地图升级了，以前仪表可以显示导航信息，现在没法显示了，有能恢复的方法么？                                                            amapCMWZVP7p 获得最佳答案
6186,19641,已解决,定位,2016-8-23,车机版V1.22升到V1.9,车机版V1.22升到V1.9之后，定位困难。长时间卫星为0，以前是双模的GPS+北斗星。现在只有GPS而且超慢。家里去公司8公里。车开到了，定位还没定出来。升级升得后悔死了。请问何时能更新！做到双模定位！再说应该大力发展民族产业，好好的用我们的国货，北斗星！谢谢                                                            amap_186****2009_0WfoQ2 获得最佳答案
6187,20335,已解决,适配,2016-9-30,请问车机版和车镜版有什么区别？,如标题。  我的是后视镜行车记录仪，安卓的，原装的导航是高德车机版，刚刚发现还有个车镜版，这。。。有什么区别么？谢谢。                                                            amap_186****4306uyVFJiSw 获得最佳答案
