,comments,down,favs,hl,mall,neat_title,pid,tag,up,NPS
621,39,28,6,1260元购车礼包,易车,一汽大众 新速腾 线上专享优惠,7494588,购车必看,28,0.0
622,34,3,5,直降510元购车款,易车,宝骏 510线上专享购车补贴,7493497,10点开抢,42,86.66666666666667
623,90,15,17,1260元购车礼包,易车,BMW 宝马 3系 线上专享优惠,7492615,购车必看,39,44.44444444444444
624,47,6,4,1260元购车礼包、厂商礼包、50元试驾红包,易车,奇瑞 瑞虎5 线上专享优惠,7491264,购车必看,36,71.42857142857143
625,27,4,28,半价车、50元京东卡、1600元油卡,易车,长安 欧尚 A800 线上专享优惠,7489996,购车必看,43,82.97872340425532
626,79,23,20,1260元购车礼包,易车,一汽大众 高尔夫 线上专享补贴,7487826,购车必看,39,25.806451612903224
627,37,29,15,1260元购车礼,易车,BMW 宝马 X1 线上专享优惠,7487810,购车必看,23,-11.538461538461538
628,44,2,9,1260元购车礼包、50元红包、厂商礼包4件套,易车,奇瑞 艾瑞泽5 线上专享购车补贴,7479236,购车必看,83,95.29411764705881
629,332,31,117,干了这杯叫做情怀的酒,什么值得买,V6自然吸气大法好！,7478748,6月新车值不值,155,66.66666666666666
630,85,9,20,购置税全免、500元油卡、2年0利率,易车,英菲尼迪 Q50L 线上专享优惠,7476321,购车必看,85,80.85106382978722
631,148,98,20,500元保险金、1000元延保金、1500元安全座椅优惠券,易车,上汽大众 途观丝绸之路版 线上专享补贴,7474836,NULL,34,-48.484848484848484
632,585,132,134,5306800元（直降1200元）,走秀网,Ferrari 法拉利 F12 Berlinetta,7472916,高端秀,4016,93.63548698167791
633,416,19,307,22万-36万MPV选购指南,什么值得买,二胎家庭新选择,7471162,购车必看,92,65.76576576576578
634,90,5,25,10000元线下优惠、1260元礼包、千元运动礼包,易车,奇瑞 艾瑞泽5 线上专享购车补贴 ,7474801,NULL,109,91.22807017543859
635,51,9,11,免购置税、500元油卡、2年0利率购车,易车,Infiniti 英菲尼迪 QX50 线上补贴,7467111,限成都、武汉,52,70.49180327868852
636,31,4,11,5000元旅游卡、1000元京东E卡、2年免费保养,易车,LINCOLN 林肯 MKX 中大型豪华SUV线上专享优惠,7466997,购车必看,38,80.95238095238095
637,23,31,8,最高享2000元补贴、1500元安全座椅优惠券、100元滴滴专车券,易车,上汽大众 朗逸、朗逸蓝驱、朗逸运动 线上专享补贴,7464374,购车必看,23,-14.814814814814813
638,37,33,10,1500元安全座椅优惠券、2年0利率金融方案,易车,上汽大众 途昂 中大型SUV 线上专享优惠,7468139,购车必看,21,-22.22222222222222
639,22,5,5,最高享2万元优惠+700元补贴+1260元礼包+千元运动礼包等,易车,CHERY 奇瑞 瑞虎7 线上专享补贴,7468047,购车必看,62,85.07462686567165
640,35,60,7,1500元安全座椅优惠券、100元滴滴专车券、2年0利率,易车,上汽大众 途观L 线上专享补贴,7467835,购车必看,17,-55.84415584415584
641,35,12,5,50元京东E卡、500元京东卡,易车, Ford 福特 福克斯 线上专享优惠,7467270,限地区,16,14.285714285714285
642,26,16,9,500元油卡、36期0利率金融方案,易车,CITROEN 雪铁龙 C4L 线上专享优惠,7460307,购车必看,37,39.62264150943396
643,275,31,66,399900元起,天猫精选,CHEVROLET 2017款 雪佛兰 科迈罗 RS 2.0T,7462351,美式肌肉车,572,89.71807628524047
644,39,16,9,1260元购车礼包、100元滴滴专车券,易车,BMW 宝马 3系 线上专享优惠,7461941,购车必看,28,27.27272727272727
645,428,86,101,2678000元起,天猫精选,Land Rover 路虎 揽胜 尊崇创世加长版 5.0升 V8 SC,7459528,英国王室座驾,2064,92.0
646,47,17,7,1260元购车礼包、100元滴滴专车券,易车,BMW 宝马 i3 线上专享优惠,7458921,购车必看,60,55.84415584415584
647,32,23,9,2000元现金抵扣、1000元京东E卡、1500元安全座椅优惠券,易车,上汽大众 途安L 线上专享优惠,7458248,购车必看,19,-9.523809523809524
648,31,28,6,5000元携程旅游卡、1000元京东E卡、2年免费保养+2年0利率,易车,LINCOLN 林肯 MKC 线上专享优惠,7457846,购车必看,6,-64.70588235294117
649,25,11,5,1260元购车礼包、千元运动礼包、100元滴滴专车券,易车,CHERY 奇瑞 艾瑞泽7 线上专享补贴,7455597,购车必看,33,50.0
650,29,8,4,2000元现金返现、100元京东卡、100元滴滴专车券,易车,驭胜 S330 线上专享补贴,7455556,购车必看,24,50.0
651,57,11,13,10000元线下优惠、1260元礼包、千元运动礼,易车,CHERY 奇瑞 艾瑞泽5 线上专享购车补贴,7454933,购车必看,80,75.82417582417582
652,173,73,43,首付低至5.8万元+100元滴滴专车券,易车,BMW 宝马 X1 线上专享优惠,7453478,购车必看,28,-44.554455445544555
653,86,106,26,500元保险现金、1000元延保现金、1500元安全座椅优惠券、200元AR红包、,易车,上汽大众 途观丝绸之路版 线上专享补贴,7442538,购车必看,34,-51.42857142857142
654,54,8,10,最高享2万元优惠+700元补贴+1260元礼包+千元运动礼包等 ,易车,CHERY 奇瑞 瑞虎7 线上专享补贴,7452938,购车必看,110,86.4406779661017
655,468,89,78,44.99万-66.39万元,什么值得买,国产全新 宝马5系 长轴距版,7450590,新车上市,551,72.1875
656,16,2,3,半价车、2000现金红包,易车,宝骏560 线上专享优惠,7442367,10点开抢,26,85.71428571428571
657,27,7,5,半价车、直降510元,易车,宝骏 510线上专享购车补贴,7442413,10点开抢,28,60.0
